Record_ID,Date,Factory_Location,Vehicle_Model,Vehicles_Produced,Vehicles_Delivered,Battery_Output_GWh,Autopilot_Active_Vehicles_Thousands,Charging_Stations_Installed,Energy_Storage_Deployed_MWh,Software_Update_Releases,Manufacturing_Automation_Index,Factory_Efficiency_Index,EV_Revenue_MillionUSD,Energy_Business_Revenue_MillionUSD,Operating_Margin_Percent
466,2021-04-11,Texas,Model S,2291,3893,70.91,1404,10,855,1,89.1,79.67,3493.96,337.46,15.11
467,2021-04-12,Fremont,Model S,4530,6733,14.17,800,33,539,5,84.02,69.01,4144.11,2274.91,18.55
468,2021-04-13,Berlin,Model Y,4918,8085,78.15,269,57,415,6,83.29,90.75,10369.05,2053.45,17.38
469,2021-04-14,Texas,Model S,8579,3130,41.18,1271,119,814,1,78.89,66.87,582.43,1143.89,19.81
470,2021-04-15,Texas,Model Y,658,4869,52.5,158,73,194,5,94.18,89.61,8991.46,1654.22,22.01
471,2021-04-16,Shanghai,Model 3,5302,3782,42.92,1405,117,225,5,81.66,95.15,4037.65,3000.53,8.66
472,2021-04-17,Berlin,Model Y,5694,2635,42.44,1406,75,747,5,97.88,80.47,6586.56,2164.51,17.81
473,2021-04-18,Shanghai,Model Y,8248,1984,74.69,348,87,786,3,96.34,81.84,4957.02,2391.74,13.12
474,2021-04-19,Shanghai,Cybertruck,2601,3325,39.54,988,29,303,0,60.34,74.24,4766.01,3517.98,12.57
475,2021-04-20,Shanghai,Model S,5442,1300,54.01,1019,36,593,3,96.36,94.97,9043.99,1697.44,29.16
476,2021-04-21,Fremont,Model Y,559,2142,48.83,1284,87,862,6,81.59,82.8,9837.22,1401.63,26.12
477,2021-04-22,Fremont,Model X,2058,3668,25.64,186,3,659,0,84.38,83.18,9247.11,1101.21,27.98
478,2021-04-23,Shanghai,Model S,7199,7599,45.6,171,94,161,0,83.52,68.82,8546.82,1742.26,13.4
479,2021-04-24,Texas,Model Y,5501,4141,13.78,966,76,423,6,61.21,65.97,10037.69,254.79,27.44
480,2021-04-25,Fremont,Model 3,3923,8375,14.76,1241,58,225,3,76.47,81.19,9566.33,1431.34,13.93
481,2021-04-26,Texas,Model S,1090,6446,56.43,373,58,240,1,97.42,82.17,10083.51,3798.57,9.22
482,2021-04-27,Berlin,Model S,6808,1985,53.31,1460,84,299,5,68.43,77.54,9659.91,3029.08,16
483,2021-04-28,Berlin,Model Y,4195,4530,54.67,251,71,669,5,64.01,86.8,2233.25,3277.01,13.03
484,2021-04-29,Texas,Model X,6711,3110,75.45,483,86,172,5,71.47,83.17,11692.47,2186.59,26.76
485,2021-04-30,Fremont,Model 3,7997,2446,69.42,591,3,44,5,95.69,95.85,11441.45,3573.4,13.75
486,2021-05-01,Shanghai,Model Y,2885,5265,66.54,1210,52,380,0,68.7,74.38,8931.69,2012.86,27.95
487,2021-05-02,Fremont,Model Y,4477,7396,6.52,1465,3,796,4,67.83,81.19,4085.03,700.54,9.77
488,2021-05-03,Berlin,Model 3,2906,1280,5.72,1091,103,43,5,80.35,86.96,10459.98,2300.08,24.68
489,2021-05-04,Texas,Model S,3426,2741,12.24,1209,56,164,5,63.32,92.47,683.83,3413.46,21.01
490,2021-05-05,Fremont,Model X,3464,7108,8.36,638,15,48,2,93.09,95.53,2147.96,1187.01,28.59
491,2021-05-06,Fremont,Model S,7263,4868,15.92,320,80,817,0,71.18,96.1,7092.57,1405.69,20.3
492,2021-05-07,Texas,Cybertruck,641,5403,6.1,582,119,696,2,75,90.42,11626.15,3195.12,12.69
493,2021-05-08,Texas,Model S,3213,1134,58.8,593,24,24,5,83.62,90.03,3855.32,156.52,24.1
494,2021-05-09,Fremont,Model 3,2118,3376,33.25,1322,14,880,5,85.83,91.51,6566.96,3843.81,23.3
495,2021-05-10,Berlin,Model S,1864,7491,7.9,641,79,641,4,91.04,92.45,1839.3,479,8.52
496,2021-05-11,Shanghai,Model S,6651,532,43.06,1285,116,604,4,88.71,92.4,7383.04,1625.86,17.68
497,2021-05-12,Shanghai,Model 3,5497,3273,17.35,1309,67,547,4,65.57,67.36,11088.76,3826.89,20.17
498,2021-05-13,Shanghai,Model 3,7756,4188,20.15,1271,56,284,0,92.01,77.36,4799.45,301.94,10.46
499,2021-05-14,Shanghai,Model Y,4197,1290,32.3,1161,71,745,3,95.98,88.87,9628.41,438.35,6.45
500,2021-05-15,Berlin,Model 3,4492,5766,35.45,806,51,503,3,79.66,85.7,3493.33,3791.08,11.83
501,2021-05-16,Shanghai,Model 3,7291,3600,21.79,1332,60,811,1,60.35,87.18,3949.63,3122.18,11.51
502,2021-05-17,Berlin,Cybertruck,2711,5904,74.13,323,50,666,5,63,78.39,1700.7,3370.28,24.71
503,2021-05-18,Fremont,Model 3,7904,3624,50.39,413,32,618,6,60.92,89.37,3517.82,3830.37,5.84
504,2021-05-19,Berlin,Model X,2212,577,45.44,1215,24,539,1,95.02,78.22,11818.34,2219.29,23.72
505,2021-05-20,Berlin,Cybertruck,5622,8321,28.89,1463,13,630,3,90.3,81.68,5988.59,3775.99,9.7
506,2021-05-21,Berlin,Model X,1909,4063,37.26,552,81,850,1,82.04,88.83,9098.67,757.13,19.6
507,2021-05-22,Berlin,Model 3,2983,4990,27.51,807,62,166,6,82.81,92.23,4845.18,2717.93,18.35
508,2021-05-23,Berlin,Model X,1026,8020,45.76,1315,78,698,1,92.56,98.32,2692.71,1761.82,13.14
509,2021-05-24,Texas,Model S,5242,6967,17.71,712,30,254,2,62.14,91.75,9809.11,1649.67,17.6
510,2021-05-25,Shanghai,Cybertruck,3994,6950,78.67,1194,91,871,1,72.33,87.87,8199.4,3304.22,13.45
511,2021-05-26,Fremont,Model S,3882,7091,55.67,447,4,664,1,89.62,81.5,8681.88,3791.79,11.58
512,2021-05-27,Texas,Cybertruck,6189,3049,78.31,961,10,143,5,97.56,90.37,3037.02,3250.58,22.97
513,2021-05-28,Berlin,Model S,4554,5652,68.9,498,35,239,0,71.71,95.86,7468.18,2939.24,15.8
514,2021-05-29,Berlin,Cybertruck,8836,4470,20.18,581,41,161,3,65.41,92.73,10246.86,514.3,15.22
515,2021-05-30,Shanghai,Model S,8395,7354,11.35,1418,115,864,2,71.41,97.55,5496.33,682.16,26.03
516,2021-05-31,Berlin,Model Y,7564,6966,43.75,949,100,304,3,91.04,77.96,2093.1,1697.44,28.76
517,2021-06-01,Fremont,Model S,4875,2111,23.62,1421,63,853,2,96.29,90.47,5666.07,1929.89,7.48
518,2021-06-02,Fremont,Model 3,1492,2017,10.23,1215,81,734,3,77.49,73.62,3769.24,1078.61,22.36
519,2021-06-03,Texas,Cybertruck,1798,2251,38.02,1073,48,756,3,71.57,90.16,11605.43,3833.35,12.19
520,2021-06-04,Fremont,Model X,7000,5623,36.38,630,44,381,0,70.02,82.19,11742.66,1212.42,27.14
521,2021-06-05,Texas,Model S,1500,2173,60.33,1449,108,427,4,92.21,81.02,5041.79,624.06,29.46
522,2021-06-06,Berlin,Model X,3663,1811,63.96,1349,79,167,4,74.85,72.91,10836.31,1042.18,12.49
523,2021-06-07,Texas,Model 3,6163,7290,66.03,597,77,207,6,88.99,89.93,4910.41,899.57,26.9
524,2021-06-08,Fremont,Model Y,5549,5324,28.8,1150,26,742,2,84.5,96.49,1550.18,1365.15,9.46
525,2021-06-09,Fremont,Model Y,3746,7467,52.68,232,100,77,3,75.78,79.47,9590.71,3146.94,5.69
526,2021-06-10,Shanghai,Model 3,8768,5727,12.38,771,57,266,2,70.43,67.4,2835.6,2158.87,28.67
527,2021-06-11,Berlin,Model S,4094,2919,25.12,1121,97,881,1,80.18,69.77,9979.17,1096.99,27.74
528,2021-06-12,Shanghai,Model X,2954,6817,77.62,80,110,97,0,77.62,67.75,4467.63,2415.68,18.55
529,2021-06-13,Texas,Cybertruck,7528,1105,24.26,1307,50,319,4,83.58,94.2,11692.16,276,11.33
530,2021-06-14,Shanghai,Model X,5537,6785,9.75,172,84,694,1,72.73,83.27,10221.92,1751.91,13.27
531,2021-06-15,Berlin,Model 3,3132,3845,18.96,218,97,394,6,69.98,95.88,9133.65,2095.9,13.43
532,2021-06-16,Texas,Model 3,1318,3474,39.05,925,17,499,0,65.98,70.93,11744.9,230.78,16.9
533,2021-06-17,Shanghai,Model 3,1767,7118,29.17,245,102,163,1,71.58,97.89,2008.63,3269.26,11.19
534,2021-06-18,Fremont,Cybertruck,3354,4607,72.17,1280,111,349,4,63.85,88.35,2681.63,2991.78,12.94
535,2021-06-19,Berlin,Model S,8028,2032,54.48,252,107,869,4,97.08,72.26,8940.71,3605.25,7.68
536,2021-06-20,Shanghai,Model Y,7627,8018,7.43,1449,74,34,5,62.13,71.22,6240.53,2578,13.55
537,2021-06-21,Fremont,Model 3,1307,6763,12,1171,102,632,5,64.03,75.5,9996.21,2464.54,26.74
538,2021-06-22,Berlin,Cybertruck,8600,5917,69.27,476,57,858,4,91.72,72.83,11096.54,2136.45,28.68
539,2021-06-23,Fremont,Model Y,2299,4930,74.67,889,18,656,5,88.93,68.1,4353.7,1752.88,23.84
540,2021-06-24,Shanghai,Model S,5905,7522,29.7,1495,98,522,0,93.37,95.9,11321.29,1172.78,10.46
541,2021-06-25,Berlin,Model S,1817,7714,48.03,865,50,761,6,77.88,92.39,3766.94,3121.71,25.98
542,2021-06-26,Fremont,Model 3,7512,2859,9.28,821,113,188,2,76.75,96.46,2467.2,3165.73,22.86
543,2021-06-27,Fremont,Model S,3849,955,63.09,578,119,600,2,81.5,94.08,6515.3,1449.08,15.28
544,2021-06-28,Fremont,Model S,5049,7495,69.55,382,48,735,4,67.92,86.93,6557.16,992.61,24.21
545,2021-06-29,Berlin,Model 3,3096,977,41.72,1173,26,22,2,93.36,82.44,11552.38,2278.7,7.34
546,2021-06-30,Shanghai,Cybertruck,3986,1612,33.18,271,77,440,2,93.95,88.63,6104.83,854.37,9.69
547,2021-07-01,Fremont,Model S,6329,3847,19.77,577,64,290,4,86.73,82.82,9254.82,2501.35,7.23
548,2021-07-02,Berlin,Model S,2948,6153,7.52,707,57,547,4,65.76,82.49,3361.56,2638.62,23.16
549,2021-07-03,Shanghai,Model Y,6217,6253,66.73,1176,41,462,3,77.95,86.41,3577.81,544.97,17.44
550,2021-07-04,Berlin,Cybertruck,8231,6895,70.45,1424,6,276,3,71.25,68.98,8205.16,1307.92,18.63
551,2021-07-05,Shanghai,Model X,5185,7650,30.91,223,12,611,2,67.98,97.28,8118.99,114.93,6.92
552,2021-07-06,Fremont,Model Y,2911,1687,5.95,756,99,533,2,70.85,73.89,1225.46,2808.55,26.38
553,2021-07-07,Shanghai,Model X,5947,2222,24.18,373,40,595,4,95.94,89.03,5102.12,156.2,13.57
554,2021-07-08,Texas,Model S,914,7345,74.3,1016,77,479,3,66.61,91.45,3797.08,1658.49,7.49
555,2021-07-09,Berlin,Cybertruck,1252,3382,72.37,575,38,368,3,97.62,82.28,5990.52,2132.26,14.5
556,2021-07-10,Berlin,Cybertruck,5693,1207,61.79,357,102,375,2,87.97,88.9,7150.76,3177.51,23
557,2021-07-11,Texas,Model 3,5511,3704,77.65,437,78,599,4,87.7,68.84,10958.83,602.4,27.1
558,2021-07-12,Fremont,Cybertruck,950,3421,43.85,1258,12,500,6,93.33,72.14,10474.34,1177.1,10.17
559,2021-07-13,Berlin,Model S,4348,3366,5.68,639,90,591,5,94.62,78.04,7448.05,2293.94,8.14
560,2021-07-14,Texas,Model Y,6106,3270,43.99,110,118,476,1,78.32,73.7,5382,2644.32,5.61
561,2021-07-15,Shanghai,Cybertruck,4139,7451,60.19,577,43,414,5,93.1,98.9,4514.92,1059.69,7.32
562,2021-07-16,Fremont,Model 3,3185,4811,32.83,520,84,152,0,81.28,69.49,3345.39,3406.89,28.61
563,2021-07-17,Texas,Model X,2187,4899,45.04,1312,74,13,6,70.67,67.33,1573.69,137.23,29.46
564,2021-07-18,Berlin,Model S,7528,4150,78.28,103,65,728,5,72.01,96.19,9032.17,1922.56,20.24
565,2021-07-19,Fremont,Model X,8462,8359,21.28,1056,80,78,1,69.42,66.61,10034.68,131.23,10.78
566,2021-07-20,Texas,Model 3,7234,5617,74.73,113,36,840,5,68.62,90.06,1357.53,3851.31,15.93
567,2021-07-21,Berlin,Model X,3970,8133,37.07,1357,28,774,6,65.54,91.06,9545.06,3680.32,28.48
568,2021-07-22,Berlin,Model Y,7512,1721,33.87,1406,64,43,2,62.58,69.67,3728.87,1948.52,21.26
569,2021-07-23,Shanghai,Model 3,6177,570,49.48,1445,99,618,4,75.72,74.66,11305.96,157.91,21.32
570,2021-07-24,Shanghai,Model S,6802,5303,63.46,959,24,332,4,86.97,73.28,3210.73,417.87,25.59
571,2021-07-25,Texas,Cybertruck,1316,4729,77.16,733,117,330,5,85.04,89.79,1126.07,420.74,16.93
572,2021-07-26,Berlin,Model 3,639,2184,42.69,621,13,497,1,97.84,95.48,10536.59,2263.52,5.17
573,2021-07-27,Shanghai,Model Y,700,5523,47.21,1158,86,249,1,85.52,90.96,8846.08,1838.04,23.15
574,2021-07-28,Texas,Model 3,4437,8315,31.87,1476,83,353,3,92.03,91.72,10177.96,1670.01,11.48
575,2021-07-29,Texas,Model S,1981,7184,61.69,91,50,217,0,88.06,73.09,830.95,3252.02,29.79
576,2021-07-30,Fremont,Model S,2801,1108,73.93,962,94,326,4,71.1,90.92,7870.54,2028.71,27.81
577,2021-07-31,Berlin,Cybertruck,5358,5645,62.22,1413,4,335,0,66.91,72.25,3073.12,1346.31,9.07
578,2021-08-01,Berlin,Model S,1813,6758,68.8,1406,39,872,5,71.92,96.96,4273.35,1033.42,19.75
579,2021-08-02,Berlin,Cybertruck,3060,2855,26.1,734,51,320,0,60.51,74.96,1860.11,3114.17,22.77
580,2021-08-03,Texas,Model S,5634,4005,5.99,1255,108,833,0,95.18,69.1,1925.39,2361.66,11.24
581,2021-08-04,Shanghai,Model Y,7886,7248,14.88,481,94,765,1,86.49,97.43,10831.76,1052.87,13.06
582,2021-08-05,Shanghai,Model 3,5137,8208,36.45,1250,93,413,6,83.2,81.65,9003.79,915.56,12.63
583,2021-08-06,Fremont,Model S,5095,1404,53.75,1380,111,298,3,86.38,98.25,11846.7,502.97,19.25
584,2021-08-07,Fremont,Model S,6672,6813,7.86,1277,31,376,0,80.74,71.03,6686.44,1514.15,6.56
585,2021-08-08,Shanghai,Cybertruck,2368,2913,47.02,1352,34,448,3,93.63,81.69,7793.05,339.77,24.63
586,2021-08-09,Shanghai,Model 3,1104,5490,59.69,765,26,592,1,81.96,70.94,1996.1,3710.84,21.23
587,2021-08-10,Texas,Model 3,5374,1683,39.04,988,81,326,5,77.91,95.15,4602.6,1792.93,29.71
588,2021-08-11,Fremont,Model X,7198,7491,11.19,967,1,328,4,90.56,75.22,10139.67,3216.64,14.16
589,2021-08-12,Fremont,Model S,6449,4701,40.97,279,96,874,3,64.97,75.73,2334.07,2624.48,11.83
590,2021-08-13,Berlin,Cybertruck,5037,7586,32.32,247,87,313,4,78.19,81.79,2048.85,3326.97,10.04
591,2021-08-14,Shanghai,Model Y,1866,5499,47.87,71,12,728,1,72.38,74.14,1454.92,3707.76,15.88
592,2021-08-15,Shanghai,Model Y,3575,1313,12.85,1182,70,33,6,68.57,96.19,1274.54,1412.2,14.33
593,2021-08-16,Shanghai,Cybertruck,8372,5194,31.97,744,48,699,5,61.95,92.67,7732.48,2805.17,18.54
594,2021-08-17,Shanghai,Model Y,6866,2134,5.68,699,83,883,5,63.63,98.95,5901.53,2428.05,5.01
595,2021-08-18,Berlin,Model 3,2510,2645,30.28,673,76,321,2,86.57,95.65,922.93,1900.16,8.57
596,2021-08-19,Texas,Cybertruck,4589,4752,64.47,1343,43,633,3,63.92,70.55,3006.16,1859.54,9.76
597,2021-08-20,Texas,Model S,4505,5947,38.44,921,27,274,3,67.2,87.25,3720.45,2385.97,5.32
598,2021-08-21,Texas,Cybertruck,841,8380,36.93,880,49,638,4,81,93.28,6801.43,2217.02,12.66
599,2021-08-22,Fremont,Model X,6239,2158,38.43,1455,35,19,0,92.77,80.16,8082.55,1506.77,26.11
600,2021-08-23,Berlin,Model S,3836,5700,35.71,1398,28,864,2,85.5,84.77,8939.65,665.27,19.1
601,2021-08-24,Texas,Model Y,4983,7226,11.44,1339,23,336,5,70.97,76.79,4538.66,1648.33,6.71
602,2021-08-25,Fremont,Model X,3473,7249,27.62,1149,100,705,6,91.37,96.2,6451.86,2174.82,24.08
603,2021-08-26,Texas,Cybertruck,7055,2066,21.26,513,58,652,1,66.01,83.27,608.43,711.04,23.98
604,2021-08-27,Texas,Model S,5443,1605,68.79,953,100,466,2,89.39,93.41,11886.65,370.97,10.24
605,2021-08-28,Fremont,Model 3,8065,5851,21.42,1231,113,352,2,88.44,89.93,3593.1,420.03,21.5
606,2021-08-29,Fremont,Model S,7563,5776,12.91,1103,83,521,5,74.79,88.89,11001.87,1950.47,10.93
607,2021-08-30,Fremont,Cybertruck,5215,5504,26.43,705,56,583,4,92.68,95.55,7127.35,2157.63,29.51
608,2021-08-31,Berlin,Model Y,5961,6482,24.98,559,77,167,0,79.14,86.78,777.53,3519.03,28.26
609,2021-09-01,Shanghai,Model 3,5587,6093,29.82,1142,22,704,3,79.19,92.13,6606.64,1374.69,21.54
610,2021-09-02,Berlin,Model S,5900,855,75.79,282,102,733,1,66.26,97.25,7769.94,678.48,9.53
611,2021-09-03,Fremont,Model 3,6286,1105,41.64,1135,26,758,1,73.43,83.25,9347.35,815.13,28.05
612,2021-09-04,Texas,Model S,6253,6978,54.17,927,93,786,6,64.52,67.58,9602.27,957.21,16.78
613,2021-09-05,Berlin,Model 3,3996,4820,62.9,702,52,214,3,65.83,76.04,10032.52,3140.57,8.14
614,2021-09-06,Fremont,Model 3,7654,3148,51.77,146,38,656,4,71.17,94.79,8628.65,2228.86,19.95
615,2021-09-07,Berlin,Model 3,2841,6184,31.22,233,99,894,4,61.58,93.85,7196.17,632.83,15.89
616,2021-09-08,Berlin,Model S,5497,7009,41.79,951,24,420,4,61.37,93.4,10197.97,2718.62,27.31
617,2021-09-09,Shanghai,Model S,2230,1946,38.13,381,82,621,3,77.13,97.8,7699.64,1793.16,6.53
618,2021-09-10,Shanghai,Model Y,5962,4053,16.31,635,67,178,1,80.58,96.69,6233.42,2363.97,22.85
619,2021-09-11,Shanghai,Model S,8377,4177,77.06,273,74,623,2,63.26,84.35,5160.78,2769.37,15.09
620,2021-09-12,Berlin,Model 3,7653,1904,14.32,1115,92,523,3,61.11,77.15,9226.67,458.05,6.2
621,2021-09-13,Texas,Cybertruck,2271,7654,70.28,436,117,325,5,78.46,90.79,9840.9,1064.08,29.12
622,2021-09-14,Berlin,Cybertruck,5392,8236,50.25,436,109,710,5,80.89,74.35,4315.42,2613.45,14.57
623,2021-09-15,Berlin,Model 3,5419,5947,76.87,1357,103,410,3,66.14,90.7,7991.5,1931.27,12.8
624,2021-09-16,Texas,Model 3,7408,5964,73.1,228,103,456,4,86.24,98.45,3767.71,3433.28,24.88
625,2021-09-17,Fremont,Model S,6136,2561,67.89,510,28,216,3,97.29,98.91,4554.54,1895.57,17.11
626,2021-09-18,Berlin,Model 3,7180,6408,52.81,1351,76,54,6,78.48,71.89,9898.78,1470.44,9.09
627,2021-09-19,Texas,Cybertruck,4622,7862,74.6,326,102,470,3,81.55,76.51,3109,1341.41,25.06
628,2021-09-20,Texas,Model X,648,2486,78.7,447,17,227,5,78.58,86.07,2431.49,2767.98,14.18
629,2021-09-21,Berlin,Cybertruck,4813,5251,14.97,325,86,858,5,75.21,75.04,8294.16,2162.14,14.08
630,2021-09-22,Fremont,Model 3,7652,8325,58.77,576,83,138,0,78.55,81.79,867.79,2704.06,25.22
631,2021-09-23,Texas,Model 3,4978,5626,70.01,1302,24,710,4,78.81,81.68,7838.75,1937.05,23.07
632,2021-09-24,Shanghai,Cybertruck,2516,1811,39.82,1392,73,606,4,69.41,90.45,11782.14,507.35,15.62
633,2021-09-25,Shanghai,Cybertruck,8002,4992,42.28,1191,56,114,6,72.93,66.36,740.11,2514.33,18.3
634,2021-09-26,Berlin,Model Y,1920,1729,44.66,1296,46,344,2,62.43,68.6,10516.74,2398.05,27.77
635,2021-09-27,Fremont,Model Y,8088,2372,38.73,1297,57,386,2,74.12,78.35,6173.93,1827.27,17.32
636,2021-09-28,Shanghai,Cybertruck,3170,860,59.03,141,95,477,0,91.24,90.7,4471.99,3547.4,27.28
637,2021-09-29,Berlin,Model X,4712,7636,58.84,1421,80,501,4,86.72,79.53,6367.86,3136.01,26.08
638,2021-09-30,Texas,Model S,848,5663,71.87,880,87,857,1,60.03,67.27,3557.39,3112.47,14.59
639,2021-10-01,Texas,Cybertruck,2119,6559,55.46,1480,119,393,0,72.77,96.62,10291.94,488.17,28.22
640,2021-10-02,Texas,Cybertruck,5372,1117,6.25,449,61,585,6,80.34,68.02,1199.37,3792.26,12.09
641,2021-10-03,Texas,Model X,3398,1778,7.27,967,44,159,1,77.18,82.89,932.04,557.73,16.61
642,2021-10-04,Texas,Model X,8731,6163,44.05,360,10,140,0,74.06,87.07,11064.19,1822.5,29.07
643,2021-10-05,Fremont,Cybertruck,1110,3004,48.4,303,102,559,0,79.79,95.3,9748.04,963.04,5.31
644,2021-10-06,Berlin,Model Y,6028,5775,21.73,998,119,246,3,69.9,75.16,6703.87,407.09,29.05
645,2021-10-07,Texas,Model Y,5821,3131,21.22,1129,113,230,2,86.13,86,6796.91,2269.14,20.81
646,2021-10-08,Berlin,Model Y,5368,414,9.35,426,78,512,5,64.81,80.48,10207.24,3443.05,24.01
647,2021-10-09,Fremont,Model S,3240,5158,72.94,1008,98,399,0,74.79,75.85,10275.03,1028.59,13.96
648,2021-10-10,Shanghai,Cybertruck,4675,1928,59.71,1007,119,726,4,76.1,70.46,4965.49,161.24,26.94
649,2021-10-11,Fremont,Model 3,3227,4860,40.86,1068,91,384,3,75.75,71.32,1744.53,1101,27.85
650,2021-10-12,Fremont,Model X,5981,7473,7.96,906,86,284,5,74.86,72.29,8973.09,3897.89,15.58
651,2021-10-13,Texas,Model X,2108,4959,37.68,1476,28,526,0,79.04,97.67,7929.64,574.09,17.89
652,2021-10-14,Fremont,Model 3,8489,5379,65.55,592,35,218,6,78.06,79.62,4952.43,3443.16,19.98
653,2021-10-15,Texas,Model 3,3245,5488,35.39,93,87,290,4,97.45,75.8,5222.3,2898.01,14.6
654,2021-10-16,Berlin,Model S,3427,918,19.6,675,7,274,2,70.09,76.86,4556.76,430.45,22.77
655,2021-10-17,Fremont,Cybertruck,4428,6866,37.7,1152,37,677,1,96.04,80.3,2363.8,2277.13,6.94
656,2021-10-18,Berlin,Cybertruck,4589,3051,71.81,109,23,274,6,63.41,73.77,5421.6,2891.45,7.01
657,2021-10-19,Fremont,Cybertruck,2844,3829,55.11,370,100,800,4,61.36,73.95,7456.49,591.69,28.78
658,2021-10-20,Texas,Model 3,5788,5979,50.68,280,35,820,4,92.88,87.6,10688.8,2833.68,28.7
659,2021-10-21,Fremont,Model X,4386,5843,76.73,380,71,712,3,96.07,72.28,6280.99,3956.46,28.73
660,2021-10-22,Texas,Cybertruck,5947,7077,67.81,997,10,665,5,73.44,83.91,1364.73,2891.07,22.88
661,2021-10-23,Berlin,Model Y,3117,4915,5.08,1439,66,89,5,62.53,73.85,2245.67,555.81,10.17
662,2021-10-24,Shanghai,Model X,5047,1755,68.87,1339,38,458,6,85.17,88.15,2012.65,1663.19,24.48
663,2021-10-25,Shanghai,Model Y,8563,418,11.7,1110,40,32,2,79.33,94.77,9829.47,2410.63,26.06
664,2021-10-26,Shanghai,Model S,5142,7922,21.3,1407,19,726,0,67.49,96.81,11522.69,850.09,27.2
665,2021-10-27,Texas,Model X,2661,6714,55.89,486,79,489,6,92.2,82.52,6472.54,3330.78,15.08
666,2021-10-28,Texas,Model S,5121,811,64.21,212,59,556,1,72.99,68.01,5362.6,2422.38,13.12
667,2021-10-29,Fremont,Model 3,6305,6151,71.07,152,36,702,6,88.8,81.39,11442.98,3920.56,5.89
668,2021-10-30,Shanghai,Model S,8737,5860,11.6,224,88,91,1,88.15,94.78,3806.87,3096.08,8.11
669,2021-10-31,Fremont,Cybertruck,5238,5071,25.2,1292,23,705,0,76.81,76.3,7100.42,2577.68,8.31
670,2021-11-01,Berlin,Model S,2190,8353,36.8,1160,38,77,3,66.25,95.45,2988.6,3881.68,28.26
671,2021-11-02,Texas,Model S,8830,7622,37.32,295,83,553,6,81.64,80.16,3767.09,3225.19,5.08
672,2021-11-03,Fremont,Model X,7597,2848,72.43,619,6,799,6,96.94,67.99,8500.95,3253.24,14.4
673,2021-11-04,Texas,Cybertruck,6933,1317,14.37,753,8,284,6,60.1,65.18,1391.18,1820.99,26.92
674,2021-11-05,Berlin,Model X,3566,7953,22.21,196,82,871,6,63.64,98.4,3450.86,844.77,12.12
675,2021-11-06,Fremont,Model Y,3814,7842,29.19,1185,36,76,2,88.76,93.55,2772.97,2696.96,22.02
676,2021-11-07,Shanghai,Model S,865,2223,12.55,816,61,616,6,95.66,92.75,569.99,907.75,15.43
677,2021-11-08,Shanghai,Model X,4113,3672,37.58,666,83,132,6,67.26,96.66,8907.1,1749.47,26.82
678,2021-11-09,Texas,Model 3,4354,5475,11.77,839,113,577,5,86.54,93,10368.65,3186.25,27.01
679,2021-11-10,Texas,Model X,4660,1339,39.88,916,74,80,6,91.07,79.07,10128.71,115.82,16.02
680,2021-11-11,Fremont,Model X,5614,2493,49.99,481,30,877,0,67.3,70.75,2039.84,3765.96,7.26
681,2021-11-12,Berlin,Model S,8326,3250,18.4,123,59,58,0,84.33,70,5470.94,3127.2,19.46
682,2021-11-13,Berlin,Model X,680,805,36.97,1462,58,614,0,90.17,95.09,2233.81,1524.72,27.23
683,2021-11-14,Berlin,Model X,7096,590,29.95,659,18,603,3,92.78,77.43,1192.75,2223.08,26.44
684,2021-11-15,Texas,Model Y,8771,1867,36.3,1215,101,506,1,63.68,70.56,4565.84,3303.32,21.06
685,2021-11-16,Fremont,Model 3,2303,2202,50.94,1207,118,894,6,92.54,66.7,3921.23,2160.13,25.18
686,2021-11-17,Texas,Model X,2864,460,73.39,655,94,756,3,87.63,75.72,1290.85,2790.56,17.13
687,2021-11-18,Shanghai,Model 3,1191,6564,22.7,290,90,559,5,94.6,71.62,5451,3522.58,16.11
688,2021-11-19,Fremont,Cybertruck,5253,3612,35.95,842,86,442,3,91.12,92.28,1868.9,886.61,23.87
689,2021-11-20,Fremont,Model S,5351,8485,43.84,1386,15,900,2,95.1,85.82,4823.34,145.87,10.68
690,2021-11-21,Shanghai,Model Y,6567,5990,35.77,86,99,525,1,92.65,68.19,10229.59,1029.17,17.03
691,2021-11-22,Texas,Model 3,3379,3333,26.06,996,79,126,6,89.67,68.8,8724.79,2811.12,15.44
692,2021-11-23,Berlin,Model S,3652,6826,72.38,658,62,685,3,97.62,95.09,5516.99,3893.53,13.44
693,2021-11-24,Shanghai,Model 3,3887,730,23.61,952,89,381,1,73.68,97.45,2045.57,1405.2,13.6
694,2021-11-25,Fremont,Cybertruck,4563,3664,51.34,339,49,724,4,85.78,74.25,6800.28,3091.84,24.49
695,2021-11-26,Fremont,Model 3,6342,5663,76.07,668,112,735,1,68.85,82.13,1312.55,448.2,19.6
696,2021-11-27,Berlin,Model Y,2492,660,72.87,130,5,14,6,92.85,69.19,1122.71,1971.35,11.87
697,2021-11-28,Shanghai,Model X,1103,6524,44.75,99,42,880,5,87.08,87.37,2014.69,3437.64,27.1
698,2021-11-29,Fremont,Cybertruck,971,8366,59.25,948,51,62,1,79.36,65.82,10957.29,3373.49,13.9
699,2021-11-30,Fremont,Cybertruck,2022,5819,75.77,842,18,187,1,65.08,89.18,3888.24,3204.09,15.13
